"","Candidate.Ref","DOJ.Extended","Duration.to.accept.offer","Notice.period","Offered.band","Pecent.hike.expected.in.CTC","Percent.hike.offered.in.CTC","Percent.difference.CTC","X","Joining.Bonus","Candidate.relocate.actual","Gender","Candidate.Source","Rex.in.Yrs","LOB","Location","Age","Status"
"11864",3592385,"Yes",,90,"E1",21.43,15,-5.29,,"Yes","Yes","Male","Employee Referral",2,"CORP","Noida",34,"Joined"
"11865",3592441,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"11866",3592516,"No",,60,"E0",9.38,9.38,0,,"No","No","Male","Employee Referral",3,"BSERV","Pune",34,"Joined"
"11867",3592527,"No",,0,"E0",0.08,0,-0.08,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11868",3592568,"No",,0,"E0",0.04,0,-0.04,,"No","No","Male","Direct",3,"BSERV","Noida",34,"Joined"
"11869",3592581,"No",,0,"E0",0.07,0,-0.07,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11870",3592584,"No",,0,"E0",0.07,0,-0.07,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11871",3592587,"Yes",,0,"E0",78.57,38.57,-22.4,,"No","No","Male","Employee Referral",2,"BSERV","Chennai",34,"Joined"
"11872",3599341,"No",,30,"E1",42.86,28.57,-10,,"No","No","Male","Agency",2,"ERS","Chennai",34,"Not Joined"
"11873",3599658,"No",,30,"E1",181.25,118.75,-22.22,,"No","No","Male","Agency",2,"ERS","Bangalore",34,"Not Joined"
"11874",3599787,"No",,30,"E1",100,140,20,,"No","No","Female","Agency",2,"ERS","Chennai",34,"Not Joined"
"11875",3599800,"No",,45,"E1",38.43,-34.66,-52.8,,"No","No","Male","Agency",4,"ERS","Chennai",34,"Not Joined"
"11876",3599915,"Yes",,0,"E0",0.04,0,-0.04,,"No","No","Male","Direct",3,"BSERV","Noida",34,"Joined"
"11877",3599974,"Yes",,0,"E0",0.06,0,-0.06,,"No","No","Female","Direct",2,"BSERV","Noida",34,"Not Joined"
"11878",3599996,"No",,0,"E0",0.04,0,-0.04,,"No","No","Male","Direct",2,"BSERV","Noida",34,"Joined"
"11879",3600019,"Yes",,0,"E0",0.06,0,-0.06,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11880",3600037,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11881",3600062,"Yes",,0,"E0",0.07,0,-0.07,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11882",3600111,"No",,75,"E1",32.81,-7.81,-30.59,,"No","No","Male","Agency",3,"ERS","Noida",34,"Not Joined"
"11883",3600118,"Yes",,0,"E0",0.05,0,-0.05,,"No","No","Female","Direct",1,"BSERV","Noida",34,"Joined"
"11884",3600136,"No",,0,"E1",34.33,-11.94,-34.44,,"No","No","Male","Agency",3,"ERS","Noida",34,"Not Joined"
"11885",3600138,"No",,30,"E1",,56.52,,,"No","No","Male","Agency",3,"ERS","Chennai",34,"Not Joined"
"11886",3600149,"No",,0,"E1",73.08,38.46,-20,,"No","No","Male","Direct",3,"ERS","Bangalore",34,"Not Joined"
"11887",3600340,"No",,45,"E1",25,-1.67,-21.33,,"No","No","Male","Agency",3,"ERS","Bangalore",34,"Not Joined"
"11888",3600365,"Yes",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11889",3600374,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11890",3600375,"No",,30,"E1",,47.92,,,"No","No","Female","Agency",5,"ERS","Chennai",34,"Not Joined"
"11891",3600385,"Yes",,0,"E0",20,20,0,,"No","No","Female","Direct",4,"BSERV","Noida",34,"Joined"
"11892",3600472,"No",,0,"E0",0,0,0,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Not Joined"
"11893",3600506,"No",,60,"E2",,37.5,,,"Yes","No","Male","Direct",7,"ERS","Chennai",34,"Not Joined"
"11894",3600510,"No",,0,"E0",0.07,0,-0.07,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11895",3600523,"Yes",,0,"E0",0.27,0,-0.27,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Not Joined"
"11896",3600528,"No",,0,"E0",47.54,42.86,-3.18,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11897",3600658,"No",,90,"E3",13.99,14.53,0.47,,"Yes","No","Male","Agency",9,"INFRA","Bangalore",34,"Not Joined"
"11898",3605927,"No",,0,"E0",0.06,0,-0.06,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11899",3606060,"No",,0,"E0",0.04,0,-0.04,,"No","No","Male","Direct",3,"BSERV","Noida",34,"Joined"
"11900",3606185,"Yes",,0,"E0",0.05,0,-0.05,,"No","No","Male","Direct",2,"BSERV","Noida",34,"Joined"
"11901",3606194,"Yes",,0,"E0",0,103.1,103.1,,"No","No","Female","Direct",2,"BSERV","Chennai",34,"Joined"
"11902",3606205,"No",,0,"E0",0.06,0,-0.06,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11903",3606239,"No",,60,"E3",25,0,-20,,"No","No","Male","Employee Referral",9,"INFRA","Gurgaon",34,"Not Joined"
"11904",3606243,"No",,0,"E0",0.07,0,-0.07,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11905",3606257,"Yes",,0,"E0",0.06,0,-0.06,,"No","No","Male","Direct",1,"BSERV","Noida",34,"Joined"
"11906",3606291,"Yes",,0,"E0",0.07,0,-0.07,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Not Joined"
"11907",3606319,"Yes",,0,"E0",0,22.63,22.63,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"11908",3606331,"No",,60,"E2",76.47,6.47,-39.67,,"No","No","Female","Agency",8,"ERS","Bangalore",34,"Not Joined"
"11909",3606444,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Female","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"11910",3606766,"No",,0,"E0",0.06,0,-0.06,,"No","No","Female","Direct",0,"BSERV","Noida",34,"Joined"
"11911",3606779,"No",,0,"E0",0.05,0,-0.05,,"No","No","Male","Direct",1,"BSERV","Noida",34,"Joined"
"11912",3606783,"Yes",,0,"E0",0.05,0,-0.05,,"No","No","Female","Direct",1,"BSERV","Noida",34,"Joined"
"11913",3606793,"No",,0,"E0",6.53,0,-6.13,,"No","No","Male","Direct",1,"BSERV","Noida",34,"Joined"
"11914",3606869,"No",,0,"E2",126.74,126.74,0,,"No","No","Female","Direct",6,"BFSI","Mumbai",34,"Not Joined"
"11915",3606872,"No",,60,"E3",36.36,-35.91,-53,,"No","No","Male","Agency",20,"ERS","Chennai",34,"Not Joined"
"11916",3606907,"Yes",,0,"E1",,,,,"No","No","Male","Direct",1,"CORP","Chennai",34,"Joined"
"11917",3607054,"Yes",,0,"E0",0,46.6,46.6,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"11918",3607104,"Yes",,0,"E0",0,46.6,46.6,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"11919",3607111,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"11920",3607153,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"11921",3607185,"Yes",,30,"E1",14.56,14.56,0,,"No","No","Female","Direct",7,"CORP","Noida",34,"Joined"
"11922",3607343,"Yes",,0,"E3",17.12,17.12,0,,"No","No","Female","Direct",10,"SALES","Noida",34,"Joined"
"11923",3607413,"No",,0,"E0",0.07,0,-0.07,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11924",3607449,"No",,90,"E1",42.86,42.86,0,,"No","No","Male","Direct",1,"CORP","Noida",34,"Joined"
"11925",3607451,"Yes",,0,"E0",0.06,0,-0.06,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11926",3607472,"No",,90,"E1",42.86,42.86,0,,"No","No","Male","Direct",1,"CORP","Noida",34,"Joined"
"11927",3607499,"No",,0,"E1",33.33,33.33,0,,"No","No","Male","Direct",4,"INFRA","Noida",34,"Not Joined"
"11928",3607628,"No",,0,"E0",0.06,-5.73,-5.78,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11929",3607650,"Yes",,0,"E0",0.06,0,-0.06,,"No","No","Female","Direct",0,"BSERV","Noida",34,"Not Joined"
"11930",3607658,"No",,0,"E0",0.07,0,-0.07,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11931",3607760,"Yes",,0,"E4",4.17,0,-4,,"Yes","No","Male","Employee Referral",15,"ETS","Bangalore",34,"Joined"
"11932",3611474,"No",,30,"E2",42.86,37.14,-4,,"No","No","Male","Agency",1,"INFRA","Chennai",34,"Not Joined"
"11933",3611566,"No",,30,"E2",17.46,19.05,1.35,,"No","No","Female","Direct",6,"CORP","Noida",34,"Joined"
"11934",3611733,"No",,0,"E0",0.06,-10.94,-10.99,,"No","No","Male","Employee Referral",0,"BSERV","Noida",34,"Not Joined"
"11935",3611757,"No",,0,"E0",0.06,-10.94,-10.99,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11936",3611764,"Yes",,0,"E0",0.06,0,-0.06,,"No","No","Female","Direct",0,"BSERV","Noida",34,"Joined"
"11937",3611770,"Yes",,30,"E1",75.68,75.68,0,,"No","No","Male","Agency",3,"ETS","Bangalore",34,"Not Joined"
"11938",3611794,"Yes",,0,"E0",0.06,0,-0.06,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11939",3611820,"Yes",,0,"E0",0.04,0,-0.04,,"No","No","Male","Direct",3,"BSERV","Noida",34,"Not Joined"
"11940",3611903,"No",,0,"E0",0.07,0,-0.07,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11941",3612028,"No",,0,"E0",0.06,0,-0.06,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Not Joined"
"11942",3612049,"Yes",,0,"E0",0.07,0,-0.07,,"No","No","Female","Direct",0,"BSERV","Noida",34,"Joined"
"11943",3612071,"No",,0,"E0",0.03,0,-0.03,,"No","No","Male","Direct",1,"BSERV","Noida",34,"Joined"
"11944",3612094,"No",,0,"E0",42.86,42.86,0,,"No","Yes","Male","Direct",3,"BSERV","Coimbatore",34,"Joined"
"11945",3612102,"No",,0,"E0",0.06,0,-0.06,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11946",3612111,"No",,0,"E0",0.04,0,-0.04,,"No","No","Male","Direct",3,"BSERV","Noida",34,"Joined"
"11947",3612173,"No",,0,"E0",0.04,0,-0.04,,"No","No","Male","Direct",4,"BSERV","Noida",34,"Not Joined"
"11948",3612215,"Yes",,0,"E0",0,46.6,46.6,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"11949",3612218,"No",,0,"E0",25.2,25.2,0,,"No","No","Male","Direct",2,"BSERV","Coimbatore",34,"Joined"
"11950",3612310,"Yes",,0,"E0",134,134,0,,"No","No","Male","Employee Referral",0,"BSERV","Hyderabad",34,"Joined"
"11951",3612404,"No",,0,"E0",0.01,0,-0.01,,"No","No","Male","Direct",7,"BSERV","Noida",34,"Not Joined"
"11952",3612511,"No",,30,"E1",34.29,-47.18,-60.67,,"No","No","Male","Agency",4,"ERS","Chennai",34,"Not Joined"
"11953",3612748,"No",,0,"E0",0.05,0,-0.05,,"No","No","Male","Direct",1,"BSERV","Noida",34,"Not Joined"
"11954",3612796,"No",,0,"E0",46.17,42.86,-2.27,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"11955",3612804,"No",,0,"E0",0.07,0,-0.07,,"No","No","Female","Direct",0,"BSERV","Noida",34,"Joined"
"11956",3612822,"No",,0,"E0",0.06,0,-0.06,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Joined"
"11957",3612883,"No",,90,"E1",44.44,28.89,-10.77,,"No","No","Male","Employee Referral",3,"AXON","Noida",34,"Not Joined"
"11958",3613054,"Yes",,0,"E0",46.17,42.86,-2.27,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11959",3613087,"No",,0,"E0",55.92,42.86,-8.38,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"11960",3613127,"Yes",,0,"E0",65.66,42.86,-13.76,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11961",3613281,"No",,0,"E0",55.92,42.86,-8.38,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"11962",3613291,"Yes",,0,"E0",134,134,0,,"No","No","Female","Employee Referral",0,"BSERV","Hyderabad",34,"Joined"
"11963",3613318,"No",,30,"E2",44.93,-14.49,-41,,"No","No","Male","Agency",11,"ERS","Bangalore",34,"Not Joined"
"11964",3613393,"Yes",,90,"E2",40.13,40.13,0,,"No","No","Male","Employee Referral",5,"SALES","Bangalore",34,"Joined"
"11965",3613569,"No",,90,"E2",40,20,-14.29,,"No","No","Male","Direct",2,"INFRA","Noida",34,"Not Joined"
"11966",3613696,"No",,60,"E2",8.33,-24.17,-30,,"No","No","Male","Direct",9,"ERS","Chennai",34,"Not Joined"
"11967",3614635,"No",,0,"E0",46.67,46.67,0,,"No","No","Male","Direct",3,"BSERV","Pune",34,"Joined"
"11968",3617521,"No",,0,"E0",,,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11969",3617536,"No",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11970",3617630,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11971",3617725,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11972",3617735,"No",,0,"E1",35.42,4.17,-23.08,,"No","No","Male","Direct",3,"ERS","Chennai",34,"Not Joined"
"11973",3617746,"No",,0,"E4",0,0,0,,"No","No","Male","Direct",11,"INFRA","Noida",34,"Joined"
"11974",3617755,"Yes",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11975",3617783,"No",,0,"E4",0,0,0,,"No","Yes","Male","Direct",13,"INFRA","Noida",34,"Joined"
"11976",3617836,"No",,0,"E0",16.67,22.17,4.71,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11977",3617840,"No",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11978",3617844,"No",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11979",3617852,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11980",3617855,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11981",3617907,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Female","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"11982",3617921,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11983",3617938,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11984",3617971,"No",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11985",3617990,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11986",3618094,"Yes",,30,"E1",100,95,-2.5,,"Yes","No","Male","Employee Referral",3,"EAS","Hyderabad",34,"Not Joined"
"11987",3618167,"No",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11988",3618179,"Yes",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"11989",3618256,"No",,0,"E0",0.01,0,-0.01,,"No","No","Male","Employee Referral",5,"BSERV","Noida",34,"Joined"
"11990",3618301,"Yes",,0,"E0",65.66,42.86,-13.76,,"No","No","Female","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"11991",3618570,"Yes",,30,"E2",41.73,41.73,0,,"No","No","Female","Direct",7,"CORP","Bangalore",34,"Joined"
"11992",3618576,"Yes",,0,"E1",12.5,12.5,0,,"No","No","Female","Direct",4,"BSERV","Noida",34,"Joined"
"11993",3618621,"No",,0,"E1",16.67,16.67,0,,"No","No","Male","Direct",4,"BSERV","Noida",34,"Joined"
"11994",3618646,"No",,0,"E0",4.15,42.86,37.17,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"11995",3620251,"Yes",,30,"E2",7.69,7.69,0,,"No","No","Female","Direct",6,"CORP","Noida",34,"Joined"
"11996",3622083,"Yes",,0,"E0",47.28,42.86,-3,,"No","No","Male","Direct",2,"BSERV","Chennai",34,"Joined"
"11997",3622661,"No",,30,"E1",,25,,,"No","No","Male","Direct",6,"ERS","Chennai",34,"Not Joined"
"11998",3622681,"Yes",,0,"E0",0.04,0,-0.04,,"No","No","Male","Direct",5,"BSERV","Noida",34,"Joined"
"11999",3622920,"No",,0,"E2",35.71,35.71,0,,"Yes","No","Male","Direct",5,"ETS","Bangalore",34,"Not Joined"
"12000",3623029,"Yes",,0,"E0",38.92,42.86,2.83,,"No","No","Male","Direct",1,"BSERV","Chennai",34,"Joined"
"12001",3623033,"No",,30,"E1",66.67,66.67,0,,"No","No","Male","Agency",3,"BFSI","Chennai",34,"Not Joined"
"12002",3631809,"Yes",,30,"E0",47.06,47.06,0,,"No","No","Male","Direct",3,"BSERV","Noida",34,"Joined"
"12003",3631865,"No",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12004",3631910,"No",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12005",3631958,"Yes",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12006",3632060,"No",,0,"E0",,42.86,,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Not Joined"
"12007",3632074,"No",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12008",3632098,"No",,0,"E0",,42.86,,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Not Joined"
"12009",3632102,"Yes",,0,"E0",66.67,38.44,-16.93,,"No","No","Female","Employee Referral",2,"BSERV","Chennai",34,"Joined"
"12010",3632188,"Yes",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12011",3632190,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Female","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12012",3632238,"No",,0,"E1",22.22,22.22,0,,"No","No","Female","Direct",3,"CORP","Bangalore",34,"Joined"
"12013",3632244,"Yes",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12014",3632264,"Yes",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12015",3632289,"No",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12016",3632443,"No",,0,"E0",42.86,42.86,0,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"12017",3632509,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12018",3632595,"No",,0,"E0",74,74,0,,"No","No","Female","Employee Referral",0,"BSERV","Hyderabad",34,"Not Joined"
"12019",3633552,"No",,30,"E2",50,50,0,,"No","No","Male","Direct",3,"SALES","Chennai",34,"Joined"
"12020",3636627,"No",,30,"E1",52.78,47.22,-3.64,,"No","No","Male","Agency",4,"ERS","Bangalore",34,"Not Joined"
"12021",3636635,"No",,30,"E1",15.38,-18.46,-29.33,,"No","No","Male","Agency",4,"ERS","Bangalore",34,"Not Joined"
"12022",3636829,"No",,0,"E2",40.93,37.93,-2.13,,"Yes","No","Male","Employee Referral",4,"SALES","Noida",34,"Joined"
"12023",3636899,"No",,30,"E1",42.86,2.86,-28,,"No","No","Male","Agency",3,"ERS","Bangalore",34,"Not Joined"
"12024",3636903,"No",,30,"E1",5.26,-5.26,-10,,"No","No","Male","Agency",3,"ERS","Bangalore",34,"Not Joined"
"12025",3636991,"No",,0,"E0",25,-3,-22.4,,"No","No","Male","Direct",2,"BSERV","Chennai",34,"Joined"
"12026",3637019,"No",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12027",3637045,"No",,0,"E0",,42.86,,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Not Joined"
"12028",3637060,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12029",3637297,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12030",3637332,"No",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12031",3637335,"No",,0,"E0",12,0.8,-10,,"Yes","No","Female","Employee Referral",4,"BSERV","Hyderabad",34,"Not Joined"
"12032",3637338,"Yes",,0,"E0",42.86,42.86,0,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"12033",3637341,"No",,0,"E0",42.86,42.86,0,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"12034",3637344,"No",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12035",3637350,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12036",3637367,"No",,30,"E2",41.18,29.41,-8.33,,"No","No","Male","Direct",7,"ETS","Noida",34,"Not Joined"
"12037",3637400,"Yes",,0,"E0",0,46.6,46.6,,"No","No","Female","Direct",0,"BSERV","Chennai",34,"Joined"
"12038",3637429,"Yes",,0,"E0",0,46.6,46.6,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12039",3637443,"Yes",,0,"E0",0,46.6,46.6,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12040",3637720,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Female","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12041",3638116,"No",,0,"E0",,42.86,,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Not Joined"
"12042",3638165,"No",,30,"E2",30.43,28.55,-1.44,,"No","No","Male","Direct",5,"Healthcare","Hyderabad",34,"Not Joined"
"12043",3638215,"No",,30,"E1",97.37,-7.89,-53.33,,"No","No","Male","Agency",2,"ERS","Chennai",34,"Not Joined"
"12044",3638310,"Yes",,0,"E0",0.07,0,-0.07,,"No","No","Male","Direct",0,"BSERV","Noida",34,"Not Joined"
"12045",3638331,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12046",3638842,"No",,0,"E2",10.09,10.09,0,,"No","No","Female","Employee Referral",7,"SALES","Bangalore",34,"Joined"
"12047",3643322,"No",,30,"E1",40,12,-20,,"No","No","Male","Direct",6,"INFRA","Mumbai",34,"Not Joined"
"12048",3643392,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Female","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12049",3643574,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12050",3643612,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12051",3643967,"No",,30,"E2",83.6,30.36,-29,,"No","No","Male","Employee Referral",7,"INFRA","Noida",34,"Not Joined"
"12052",3644532,"No",,30,"E1",33.09,32.4,-0.52,,"No","No","Male","Direct",3,"CORP","Noida",34,"Not Joined"
"12053",3644577,"Yes",,45,"E1",33.33,33.33,0,,"No","No","Male","Direct",4,"CORP","Noida",34,"Joined"
"12054",3644720,"Yes",,0,"E0",0,46.6,46.6,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12055",3649134,"No",,30,"E1",33.33,-20,-40,,"No","No","Male","Direct",2,"ERS","Bangalore",34,"Not Joined"
"12056",3649285,"No",,90,"E2",,33.4,,,"No","No","Male","Employee Referral",6,"INFRA","Noida",34,"Not Joined"
"12057",3649460,"Yes",,0,"E0",0,46.6,46.6,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12058",3649635,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Female","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12059",3649668,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Female","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12060",3649730,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12061",3649748,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12062",3649780,"No",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12063",3649874,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12064",3649947,"No",,0,"E0",42.86,42.86,0,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
"12065",3649988,"Yes",,0,"E1",26.32,26.32,0,,"No","No","Male","Employee Referral",2,"CORP","Chennai",34,"Joined"
"12066",3650333,"Yes",,30,"E1",27.78,27.78,0,,"No","No","Male","Direct",4,"CORP","Noida",34,"Joined"
"12067",3650435,"Yes",,30,"E3",16.73,16.73,0,,"No","No","Male","Employee Referral",10,"CORP","Noida",34,"Not Joined"
"12068",3651140,"No",,30,"E1",30.21,30.21,0,,"No","No","Male","Employee Referral",5,"SALES","Noida",34,"Joined"
"12069",3654808,"Yes",,30,"E1",15,15,0,,"No","No","Male","Direct",7,"CORP","Noida",34,"Joined"
"12070",3655061,"Yes",,30,"E1",70,70,0,,"Yes","No","Female","Agency",4,"ETS","Bangalore",34,"Not Joined"
"12071",3655206,"No",,30,"E1",79.64,5.79,-41.11,,"No","No","Male","Agency",4,"ERS","Bangalore",34,"Not Joined"
"12072",3655256,"No",,0,"E2",42.86,-1.79,-31.25,,"No","No","Male","Agency",4,"INFRA","Chennai",34,"Not Joined"
"12073",3655825,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Chennai",34,"Joined"
"12074",3656068,"Yes",,30,"E1",44.44,11.11,-23.08,,"No","No","Male","Direct",2,"ETS","Noida",34,"Not Joined"
"12075",3656115,"Yes",,0,"E0",55.92,42.86,-8.38,,"No","No","Male","Employee Referral",0,"BSERV","Bangalore",34,"Joined"
"12076",3659452,"No",,0,"E2",41.18,29.41,-8.33,,"No","No","Male","Agency",4,"CORP","Noida",34,"Joined"
"12077",3659524,"No",,0,"E0",30.19,42.86,9.73,,"No","No","Male","Direct",0,"BSERV","Chennai",34,"Joined"
